,date,developerResponse,review,rating,isEdited,title
22,1/30/2023 15:04,"{'id': 34608737, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Guna tindak lanjut, mohon kirimkan detail kendala yang dialami melalui email callbri@bri.co.id atau WhatsApp resmi BRI 08121214017. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Banu\r', 'modified': '2023-02-01T08:29:28Z'}","TOLONG DONG INI APLIKASI DIBENERINNNNN KATANYA BISA DAFTAR VIA ONLINE TNP KE CABANG APA INI APA???? Malah dipersulit, ampe g bisa narik uang di ATM ampe nomer telp & email g valid. Terakhir di bagus in Tp nunggu 3-4 hari. Proses video lama ngulang2 trs ini aplikasi milik negara malah nol bgt bukannya mempermudah malah mempersulittttttt",1,FALSE,Tolong aplikasinya dibenerinnnnnnn
23,1/30/2023 12:44,,"Sangat membantu, pengiriman cepat, tidak pernah pending
Selalu tingkatkan peforma mu ya",5,FALSE,bagus BRimo
24,1/30/2023 14:56,"{'id': 34608747, 'body': 'Hai Sobat BRI, pada saat verifikasi wajah mohon dipastikan kualitas Video baik, seperti tidak terlalu terang, tidak membelakangi cahaya dan tidak terlalu gelap. Apabila masih mengalami hal yang sama, silakan kirim detail kendala melalui Email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:29:42Z'}",saya verifikasi wajah sampai mulut berbusa selalu gagal,1,FALSE,payah
25,1/30/2023 9:39,,Sangat praktis,5,FALSE,Membantu
26,1/30/2023 10:15,,Sekali,4,FALSE,bagus
27,1/30/2023 9:29,,Sangat simple,5,FALSE,Keren
28,1/30/2023 5:26,,bagus aplikasi,5,FALSE,bagus aplikasi
29,1/30/2023 5:43,"{'id': 34608625, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Saat ini aplikasi BRImo dalam keadaan normal. Jika mengalami kendala, silakan kirimkan detail kendala aplikasi BRImo melalui Whatsapp resmi BRI 08121214017 atau email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:25:58Z'}","Cape daftar gk bisa bisa kode yang dari nomor hp gk bisa,dari email pung gk bisa kayak mana mau buka brimo daftar sehariang gk bisa ngulang ngulang mulu 🫠",2,FALSE,Tidak bisa daftar brimo
30,1/30/2023 4:47,,Lebih mudahh transaksi,5,FALSE,Mantul
31,1/30/2023 4:32,,Mantap,5,FALSE,Mantap
32,1/30/2023 4:25,,"Super App buatan anak bangsa yang memiliki banyak fitur, kembangkan lagi fiturnya",5,FALSE,Keren
33,1/30/2023 4:31,"{'id': 34608759, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Saat ini aplikasi BRImo dalam keadaan normal. Jika mengalami kendala, silakan kirimkan detail kendala aplikasi BRImo melalui Whatsapp resmi BRI 08121214017 atau email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:30:11Z'}","mau daftar kenapa stuck di awal, nunggu sms gamasuk².. mau kirim ulang juga gabisa dipencet.",1,FALSE,aplikasi stuck
34,1/30/2023 3:19,,Best mbanking,5,FALSE,Multifungsi minim crashes
35,1/30/2023 1:46,,bagus bagus,5,FALSE,bagus
36,1/29/2023 18:32,,baguse,5,FALSE,bagus
37,1/29/2023 22:36,"{'id': 34608764, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Saat ini aplikasi BRImo dalam keadaan normal. Jika mengalami kendala, silakan kirimkan detail kendala aplikasi BRImo melalui Whatsapp resmi BRI 08121214017 atau email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:30:19Z'}",Kenapa susah banget loginnya hey?! Padahal udah reset pasword.. masih aja ga bisa login. Sistem VERY BAD atau bagaimana?!!!,1,FALSE,GAGAL LOGIN
38,1/29/2023 15:17,,Awesome,5,FALSE,bagus
39,1/29/2023 13:48,,Owsem,5,FALSE,Mantap
40,1/29/2023 11:45,,Brimo supperApps terbaik ☑️☑️☑️,5,FALSE,Brimo Mantap
41,1/29/2023 11:17,,Thanks sukseme Bri,5,FALSE,Greet semoga nanti kalau butuh dana usaha BRI bisa bantu usaha creative saya
42,1/29/2023 10:58,"{'id': 34608766, 'body': 'Hai Sobat BRI, pada saat verifikasi wajah mohon dipastikan kualitas Video baik, seperti tidak terlalu terang, tidak membelakangi cahaya dan tidak terlalu gelap. Apabila masih mengalami hal yang sama, silakan kirim detail kendala melalui Email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:30:32Z'}",kenapa saat melakukan perekaman video selalu gagal??,1,FALSE,gagal membuat akun brimo
43,1/29/2023 2:27,,Mantulita,5,FALSE,bagus
44,1/29/2023 5:54,"{'id': 34608770, 'body': 'Hai Sobat BRI, pada saat verifikasi wajah mohon dipastikan kualitas Video baik, seperti tidak terlalu terang, tidak membelakangi cahaya dan tidak terlalu gelap. Apabila masih mengalami hal yang sama, silakan kirim detail kendala melalui Email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:30:41Z'}",Aplikasi nya ribet banget padahal tinggal perekaman tapi selalu gagal udah emial konsenter brimo tapi balas nya tidak sama sekali kembantu malah di suruh mencoba 1 hari 3 kali sedang kan saya hampir 1 minggu mencoba vertifikasi tapi masih gak bisa sudah ke cabang malah di suruh bikin sendiri kan gila saya bikin brimo karna atm saya ilang sedang kan saya mau bikin lagi di cabang blambangn umpu kabupaten way kanan stbagus kartu atm nya habis terimakasih,1,FALSE,Susah bikin brimo vertikasi selalu gagal
45,1/28/2023 23:00,,Transaksi apapun mudah dengan tampilan yang fungsional,5,FALSE,Brimo
46,1/29/2023 2:17,,Tampilan menu mudah dimengerti,4,FALSE,Ulasan
47,1/28/2023 13:45,,Gaada bonusnya Tapi bagus,5,FALSE,Papa Zola
48,1/28/2023 13:37,,Sangat memuaskan,5,FALSE,BRImo
49,1/28/2023 9:05,,bagus,5,FALSE,Sejauh ini bagus
50,1/28/2023 10:47,"{'id': 34608809, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Saat ini aplikasi BRImo dalam keadaan normal. Jika mengalami kendala, silakan kirimkan detail kendala aplikasi BRImo melalui Whatsapp resmi BRI 08121214017 atau email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:32:20Z'}",apk g jelas bgt asw lemot kali aneh,1,FALSE,RUSAKK
51,1/28/2023 10:40,"{'id': 34608822, 'body': 'Hai Sobat BRI, pada saat verifikasi wajah mohon dipastikan kualitas Video baik, seperti tidak terlalu terang, tidak membelakangi cahaya dan tidak terlalu gelap. Apabila masih mengalami hal yang sama, silakan kirim detail kendala melalui Email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:32:34Z'}","Saya sudah mendaftar BRImo sampai ditahap perekaman video, sudah berulang kali melakukan rekaman video dan mengikuti semua instruksi namun tidak pernah berhasil. Apakah serumit ini proses pendaftaran BRImo?",1,FALSE,Perekaman video
52,1/28/2023 6:02,,"Secepat kilat ! Ga belibet aplikasinya thx 
alot brimo",5,FALSE,Love
53,1/28/2023 6:03,"{'id': 34608867, 'body': 'Hai Sobat BRI, Bank BRI senantiasa menjaga kerahasiaan dan keamanan data serta dana Nasabah. Apabila mengalami kendala, silakan kirimkan detail kendala aplikasi BRImo melalui Whatsapp resmi BRI 08121214017 atau email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu\r\n', 'modified': '2023-02-01T08:33:39Z'}",Udah keamanan lemah login susah bank paling cacat skip aja dulu gaees,1,FALSE,BANK CACAT
54,1/28/2023 5:55,,bagus,5,FALSE,bagus seakli
55,1/28/2023 5:49,,Aman lancar mudah praktis pbagusbagusnya💋,5,FALSE,Mantap
56,1/28/2023 0:53,,bagus,5,FALSE,bagus
57,1/28/2023 5:00,"{'id': 34608874, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Saat ini aplikasi BRImo dalam keadaan normal. Jika mengalami kendala, silakan kirimkan detail kendala aplikasi BRImo melalui Whatsapp resmi BRI 08121214017 atau email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:33:57Z'}",Kenapa tidak bisa sudah dilakukan sesuai dengan instruksi tapi masih tidak bisa. Bagaimana sih aplikasi ini .,1,FALSE,Tidak bisa melakukan perekaman wajah
58,1/28/2023 0:31,,keren keren,5,FALSE,mantap bri
59,1/28/2023 0:22,,Layanan area jakarta bagus,5,FALSE,Bri bagus
60,1/28/2023 0:15,,Sangat dipermudah dalam transaksi,5,FALSE,Sangat dipermudah
61,1/27/2023 18:25,,Karna mengakomodasi secara keseluruhan,5,FALSE,Keren
62,1/27/2023 16:35,"{'id': 34609269, 'body': 'Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Guna pengecekan, silakan kirimkan detail yang dimaksud melalui Whatsapp resmi BRI 08121214017 atau email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Banu', 'modified': '2023-02-01T08:44:48Z'}","Broadcast notif selalu tengah malam dan bikin kaget.. memang ga ada jam lain ya? Wkwk

Aplikasi lain ga ada yg broadcast notif jam 23-00 an ..

Jadi disilent aja daripada ngagetin tiap male notifnya",3,FALSE,Kenapa notifikasi selalu tengah malam?
63,1/27/2023 15:37,,"Sangat membantu sekali dalam proses transaksi dan saving money
Mudah dan efisien",5,FALSE,Layanan e-banking
64,1/27/2023 14:20,,Cepaaattt,5,FALSE,Mantapp
65,1/27/2023 12:00,,Sukses selalu Brimoo,5,FALSE,Sangat membantu untuk transaksi apapun Terimakasih
66,1/27/2023 11:44,,Sangat membantu 🙏🏻,5,FALSE,Brimo
67,1/27/2023 10:45,,Cepat,5,FALSE,bagus
68,1/27/2023 10:40,,"dari dulu ke ya bisa bikin e banking lewat apl, maju terus deh",5,FALSE,bagus sejauh ini
69,1/27/2023 10:10,,bagus,5,FALSE,bagus
70,1/27/2023 9:03,,Tapi user timeout nya kayanya kecepetan deh ya,5,FALSE,Overall bagus
71,1/27/2023 9:01,,bagus,5,FALSE,👍🏻
72,1/27/2023 5:46,,Cakep po,5,FALSE,bagusss
73,1/27/2023 8:20,,Mntap,4,FALSE,bagus
74,1/27/2023 3:32,,bagus,5,FALSE,bagus
75,1/27/2023 2:51,,Sip,5,FALSE,bagus
76,1/27/2023 1:13,,Mantap dan terus tingkatkan,5,FALSE,Joss
77,1/26/2023 23:48,,bagus,5,FALSE,Apps
78,1/27/2023 0:09,"{'id': 34529252, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Pastikan saat verifikasi wajah kualitas video baik, tidak terlalu terang, tidak membelakangi cahaya, tidak gelap, tidak terdapat lebih dari satu objek wajah atau benda yang menutupi wajah dan jaringan data internet yang digunakan dalam kondisi stabil/normal. Tks~Heru', 'modified': '2023-01-28T07:15:18Z'}","sudah di coba berulang kali berhari-hari ttp tidak bisa ambil rekaman video utk verifikasi diri daftar Brimo, sudah ke bank terdekat juga tidak bisa, dan aplikasi sudah di hapus-download ulang juga ttp tidak bisa. apakah ada solusi utk masalah seperti ini?",3,FALSE,tidak bisa mengambil rekaman utk verifikasi diri saat mendaftar Brimo
79,1/26/2023 13:44,,Tapi daftar di website utama bri,5,FALSE,Jangan daftar di mobile
80,1/26/2023 13:43,,baguse fast safe,5,FALSE,bagus
81,1/26/2023 12:53,,Menu lengkap dan praktis,5,FALSE,Aplikasi
82,1/26/2023 13:38,"{'id': 34528537, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Pastikan nomor ponsel yang didaftarkan masih aktif digunakan dan pulsa ponsel tersedia untuk menerima SMS kode OTP minimal Rp1.000,- per SMS. Tks~Heru', 'modified': '2023-01-28T06:09:26Z'}",Otp email dan sms tidak keluar saat verifikasi lupa password dari beberapa hari,1,FALSE,Keluhan
83,1/26/2023 10:18,,Lebih mudah untuk transaksi,5,FALSE,bagus BRIMO
84,1/26/2023 11:41,,Goo,4,FALSE,bagus
85,1/26/2023 8:54,,Sangat membantu,5,FALSE,Baik
86,1/26/2023 3:49,,Sangat mudah di gunakan da cepat,5,FALSE,Ini yang ku cari
87,1/26/2023 5:29,"{'id': 34528615, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Heru', 'modified': '2023-01-28T06:21:32Z'}",sering erorr,1,FALSE,jelek
88,1/26/2023 4:27,"{'id': 34528627, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Pastikan saat verifikasi perekaman wajah kualitas video baik, tidak terlalu terang, tidak membelakangi cahaya, tidak gelap, tidak terdapat lebih dari satu objek wajah atau benda yang menutupi wajah dan jaringan data internet yang digunakan dalam kondisi stabil/normal. Tks~Heru', 'modified': '2023-01-28T06:22:43Z'}","Gunanya aplikasi mempermudah , bukan nyusahin . 
Bikin rekaman nyampe 20 kali gagal mulu .",1,FALSE,Susah rekaman
89,1/26/2023 2:30,,Coba tingkatkan untuk pembayaran beberapa tbaguso game ya,5,FALSE,Mantap
90,1/26/2023 2:58,"{'id': 34529265, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan halaman BRI Ceria yang tampil melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Heru', 'modified': '2023-01-28T07:16:36Z'}","Page BRI Ceria di ios, bermasalah. Tampilan tidak bisa full page. Jadi beberapa link tidak bisa ter-click, tolong di perbaiki",3,FALSE,Page BRI Ceria
91,1/25/2023 22:42,,Mantap,5,FALSE,Luar biasa
92,1/26/2023 0:25,"{'id': 34528829, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Demi kenyamanan dan kemudahan bertransaksi, Sobat BRI dapat melakukan transaksi perbankan dengan menggunakan aplikasi BRImo. Nominal penarikan Rp50.000 tersedia di BRImo dengan memilih menu Jalur Tarik Tunai> Indomaret> Pilih Nominal. Tks~Heru', 'modified': '2023-01-28T06:43:21Z'}","tolong dong nominal tarik tunai ny knapa ga ada pilihan yg 50.000? saldo sisa 90.000 mau narik 50.000 ga bisa, minimal 100.000 kalo mau narik.
mau buat kartu atm juga masa di cabang manapun kosong ga ada kartunya?!
TOLONG DONG BRIMO dipermudah.. mau ngambil uang jadi susah",2,FALSE,Nominal Tarik Tunai
93,1/25/2023 22:17,,bagus,5,FALSE,fajar riszy jw
94,1/25/2023 20:18,,Keren,5,FALSE,Wowwww
95,1/25/2023 13:53,,Transaksi jadi makin mudah,5,FALSE,Wow
96,1/25/2023 13:56,"{'id': 34529027, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Pastikan saat verifikasi wajah kualitas video baik, tidak terlalu terang, tidak membelakangi cahaya, tidak gelap, tidak terdapat lebih dari satu objek wajah atau benda yang menutupi wajah dan jaringan data internet yang digunakan dalam kondisi stabil/normal. Tks~Heru', 'modified': '2023-01-28T06:54:26Z'}",mau daftar susah bgt gagal mulu di perekaman (2/4) 🥲,2,FALSE,:)
97,1/25/2023 9:40,,bagus,5,FALSE,Cepat dan mudah
98,1/25/2023 11:12,,kenapa gagal saat proses perekam video padahal jaringan sudah bagus dan sudah melakukan syarat2 yang ditentukan,4,FALSE,kenapa gagal
99,1/25/2023 10:26,"{'id': 34529039, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Pastikan saat proses e-KYC data-data rekening yang digunakan sudah sesuai/benar dan pada saat verifikasi wajah kualitas video baik, tidak terlalu terang, tidak membelakangi cahaya, tidak gelap, tidak terdapat lebih dari satu objek wajah atau benda yang menutupi wajah dan jaringan data internet yang digunakan dalam kondisi stabil/normal. Tks~Heru\r', 'modified': '2023-01-28T06:55:40Z'}",Verifikasi kyc gagal terus. Sudah diulang berpa kali pun smpe instal ulang 2x juga tetep gagal,2,FALSE,Susah daftar mandiri meskipun sudah ikuti langkah langkah nya
100,1/25/2023 6:38,,"Interface simple dan ringkas, mudah digunakan",5,FALSE,M banking mudah digunakan
101,1/25/2023 9:22,"{'id': 34529279, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Kami sarankan kirim ulang SMS Link kembali beberapa saat ke depan dan pastikan nomor ponsel yang didaftarkan masih aktif digunakan dan pulsa ponsel tersedia untuk menerima SMS Link minimal Rp1.000,- per SMS. Tks~Heru', 'modified': '2023-01-28T07:17:55Z'}",tidak menerima link untuk verifikasi,3,FALSE,tidak menerima sms
102,1/25/2023 7:53,"{'id': 34528746, 'body': 'Terima kasih atas ulasannya. Nominal penarikan Rp50.000 tersedia di BRImo dengan memilih menu Jalur Tarik Tunai> Indomaret> Pilih Nominal. Tks~Heru', 'modified': '2023-01-28T06:35:27Z'}","Sulit kalo gk bisa narik 50.000
Cobalah di buatin fiturnya",1,FALSE,Tarik tunai gak bisa 50.000
103,1/25/2023 6:08,,terbaikk,5,FALSE,terbaik
104,1/25/2023 4:36,,Puas,5,FALSE,Puas
105,1/25/2023 3:30,,Bri makin bagus,5,FALSE,bagus
106,1/25/2023 3:27,,"saya sudah mengganti nomor hp yang lama di atm terdekat, tpi kenapa saya mendaftar akun brimo tetap mengunakan no hp yang lama, bukannya sudah terganti yaa",5,FALSE,no hp
107,1/25/2023 3:18,,Smart,5,FALSE,bagus
108,1/25/2023 3:11,,Sangat membantu saat bertransaksi,5,FALSE,bagus
109,1/25/2023 2:25,"{'id': 28227319, 'body': 'Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Apabila Lupa PIN pada aplikasi BRImo silakan melakukan Reset PIN pada menu ""Lupa PIN"" ya. Apabila masih mengalami kendala silakan kirimkan detail kendala melalui Email callbri@bri.co.id. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Bevi ', 'modified': '2023-01-25T02:25:09Z'}",Lupa pin harus aktivasi ke cabang terdekat Coba belajar dari bank lain yang sama-sama milik pemerintah dengan nama yg hampir sama cuma beda huruf abjad Bisa diperbaiki sendiri lewat aplikasi Merepotkan,5,TRUE,Layanan banking digital paling payah
110,1/24/2023 16:42,,Dan cepat,5,FALSE,bagus
111,1/25/2023 2:01,"{'id': 34528750, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan keterangan yang tampil melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Heru', 'modified': '2023-01-28T06:35:56Z'}",Kenapa saya gk bisa login padahal username sama password udah benar,1,FALSE,Tidak bisa login
112,1/24/2023 12:37,,Wow,5,FALSE,Keren
113,1/24/2023 12:25,,Brimo semakin keren,5,FALSE,Puas banget gampang digunakan brimo makin canggih
114,1/24/2023 12:08,,Memuaskan memudahkan,5,FALSE,bagus
115,1/24/2023 11:22,,so far tidak pernah ada masalah,5,FALSE,bagus
116,1/24/2023 6:49,,Joss wes apix,5,FALSE,Joss
117,1/24/2023 11:14,"{'id': 34529045, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan keterangan gagal yang tampil melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Heru', 'modified': '2023-01-28T06:56:10Z'}","Jelek bgt, ga ditingkatin dari dulu, katanya mempermudah pengguna, ini mah mempersulit, setiap registrasi gagal mulu, udah ikutin instruksi padahal, ga ada alasan jelas",2,FALSE,Registrasi akun gagal trus
118,1/24/2023 6:40,,Pertahankan,5,FALSE,bagus
119,1/24/2023 2:24,,Lancar dan sangat membantu 👍👍,5,FALSE,BRI MO
120,1/24/2023 3:22,"{'id': 30241449, 'body': 'Hello, thank you for your feedback! We’re glad you’re enjoying our app and we’ll keep working hard to continuously improve your banking experience on the go! Tks~Riyo\r\n', 'modified': '2023-01-24T03:22:29Z'}",Please update for ios 16.1 Brizzi nfc not working,2,TRUE,NFC not working for brizzi
121,1/24/2023 2:20,,Alhamdulillah sangat membantu,5,FALSE,Bri mob
122,1/24/2023 0:41,,Biasa aja,5,FALSE,bagus
123,1/23/2023 16:26,,sangat baik,5,FALSE,baik
124,1/23/2023 14:07,,bagus,5,FALSE,Mantab
125,1/23/2023 10:23,,Keren memudahkn segalax,5,FALSE,BRImo
126,1/23/2023 4:15,,Mantap,5,FALSE,Mantap
127,1/23/2023 5:07,"{'id': 34529569, 'body': 'Hai Sobat BRI, mohon maaf atas kendala yang dialami. Keterangan tesebut tampil karena belum melakukan Logout. Silakan Login kembali setelah 10 menit ke depan dan kami himbau agar melakukan Logout dan pergantian Password secara periodik setelah melakukan aktivitas transaksi. Tks~Heru', 'modified': '2023-01-28T07:43:33Z'}","Kbagus susah bgt login anjir
Anda belum logout dengan sempurna coba login beberapa saat lagi sampe sejam gitu terus jawabannya. Beberapa saat itu brapa tahun asu",2,FALSE,Cacat
128,1/23/2023 4:07,,Sangat membantu,5,FALSE,bagus
129,1/23/2023 3:06,,sangat membatu,5,FALSE,bagus
130,1/23/2023 1:49,,saya merasakan terbantu dengan brimo,5,FALSE,bagus dan amanah
131,1/22/2023 16:06,,User friendy. Easy to use.,5,FALSE,User friendly
132,1/22/2023 10:36,,bagus,5,FALSE,"Very bagus easy ,useful"
133,1/22/2023 12:26,,Sip,4,FALSE,Masbagus
134,1/22/2023 10:09,,bagusss bgt!!,5,FALSE,my opini
135,1/22/2023 9:01,,kern,5,FALSE,keren
136,1/22/2023 4:42,,bagus,5,FALSE,Very helpfull and easy to operate 😊
137,1/22/2023 3:55,,Sangat membantu dan memudahkan dalam bertransaksi,5,FALSE,Apresiasi
138,1/22/2023 3:10,,bagus,5,FALSE,bagus
139,1/22/2023 2:21,,bagus apk nya gampang buat transaksi,5,FALSE,Brimo review
140,1/22/2023 2:04,,Mksih,5,FALSE,bagus
141,1/22/2023 1:57,,"Mudah cara makenya
Mantap👍",5,FALSE,Mudah apknya
142,1/21/2023 19:14,,Kasih foto profil mamang developer,5,FALSE,Profile photos
143,1/21/2023 14:47,,bagus,5,FALSE,bagus
144,1/21/2023 17:30,"{'id': 34468639, 'body': 'Hai Sobat BRI, aplikasi BRImo dalam status normal. Silakan mengulang transaksi kembali dan dipastikan jaringan stabil. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Asri', 'modified': '2023-01-25T03:00:18Z'}",Kebanyakan gangguan,1,FALSE,Gangguan mulu
